status,is_complete,dataset_name,n_samples,depth,max_len,model_name,d_model,nhead,num_layers,dim_feedforward,dropout,pooling,scenario_name,base_optimizer,lr,weight_decay,mode,target,alpha,beta,mix_lambda,start_epoch,run_id,exp_dir,has_exp_dir,has_history_json,has_log_txt,has_initial_model_pt,has_best_model_pt,has_final_model_pt,has_dataset_info_json,has_model_config_json,has_scenario_config_json,history_path,log_path,best_model_path,final_model_path,n_epochs_recorded,best_epoch,best_val_macro_f1,best_val_accuracy,best_val_loss,best_val_weighted_f1,best_val_micro_f1,best_val_confidence,final_val_macro_f1,final_val_accuracy,final_val_loss,final_val_weighted_f1,final_val_micro_f1,final_val_confidence,final_train_macro_f1,final_train_accuracy,final_train_loss,mean_grad_norm,mean_fractional_applied_params,mean_epoch_time,total_epoch_time,mean_throughput,log_best_epoch,log_best_val_macro_f1,log_best_val_acc,log_best_val_loss,log_total_run_time_sec
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,baseline_adamw,adamw,0.0003,0.01,none,none,,,0.0,,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_0/final_model.pt,10,7,0.2501704969721242,0.3149999976158142,1.919318073272705,0.29228471454078586,0.3149999999994997,0.33998176765441895,0.2324494185417266,0.30300000309944153,1.9181883010864258,0.27269670718356465,0.3029999999994997,0.3699861698150635,0.299532873513372,0.3687500059604645,1.7744675445556641,1.6367126463897488,0.0,7.454343342781067,74.54343342781067,537.0098994736704,7,0.25017,0.315,1.919318,74.56
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,baseline_adamw,adamw,0.0003,0.01,none,none,,,0.0,,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_1/final_model.pt,10,9,0.260223979487954,0.328000009059906,1.8851603355407716,0.29962558926865274,0.3279999999994997,0.3544413843154907,0.24217172529943604,0.32199999690055847,1.885946617126465,0.2846874438382891,0.3219999999994997,0.37804284954071044,0.29245941564077205,0.35975000262260437,1.7823793172836304,1.648728041704543,0.0,7.493607020378112,74.93607020378113,534.6739547867106,9,0.260224,0.328,1.88516,74.95
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,baseline_adamw,adamw,0.0003,0.01,none,none,,,0.0,,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/baseline_adamw/run_2/final_model.pt,10,10,0.2646737301068388,0.33500000834465027,1.882521767616272,0.3027568920628029,0.33499999999949964,0.3502111015319824,0.2646737301068388,0.33500000834465027,1.882521767616272,0.3027568920628029,0.33499999999949964,0.3502111015319824,0.28421437855396514,0.351500004529953,1.8044681015014647,1.6389800922512343,0.0,7.4645767450332645,74.64576745033264,536.3465773450838,10,0.264674,0.335,1.882522,74.68
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,naive_all_replace_a08,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,1.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_0/final_model.pt,10,8,0.2366481852083397,0.32600000500679016,1.8859987678527832,0.28408001147853135,0.3259999999994997,0.3816989030838013,0.22343601569475827,0.33000001311302185,1.879932267189026,0.281191449369997,0.3299999999994997,0.3704570322036743,0.28012039989506216,0.34375,1.8210960607528686,0.7112178186407612,30.0,7.409722328186035,74.09722328186035,541.2414479690339,8,0.236648,0.326,1.885999,74.13
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,naive_all_replace_a08,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,1.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_1/final_model.pt,10,8,0.23181555100896487,0.3179999887943268,1.8807793140411377,0.28749443082102377,0.3179999999994997,0.3339719371795654,0.22942807146845084,0.3269999921321869,1.8641431360244751,0.27614398145531316,0.3269999999994997,0.3348146638870239,0.3072843159143571,0.3725000023841858,1.7721611280441285,0.7023589173604687,30.0,7.242574310302734,72.42574310302734,555.7042389346775,8,0.231816,0.318,1.880779,72.45
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,naive_all_replace_a08,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,1.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/naive_all_replace_a08/run_2/final_model.pt,10,10,0.25112768068370184,0.33899998664855957,1.8719447422027589,0.31123216780426094,0.33899999999949965,0.34932137870788577,0.25112768068370184,0.33899998664855957,1.8719447422027589,0.31123216780426094,0.33899999999949965,0.34932137870788577,0.2831172572358029,0.3564999997615814,1.7803017673492432,0.7279376424525414,30.0,7.048566460609436,70.48566460609436,568.5382002524378,10,0.251128,0.339,1.871945,70.51
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,delayed_all_replace_a08_warm3,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,4.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_0/final_model.pt,10,10,0.26460058120338414,0.328000009059906,1.876237120628357,0.3169492221948402,0.3279999999994997,0.3386112995147705,0.26460058120338414,0.328000009059906,1.876237120628357,0.3169492221948402,0.3279999999994997,0.3386112995147705,0.2841611197438486,0.35350000858306885,1.8296124477386475,1.026803141871482,21.0,6.843156909942627,68.43156909942627,584.6848342441556,10,0.264601,0.328,1.876237,68.46
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,delayed_all_replace_a08_warm3,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,4.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_1/final_model.pt,10,3,0.2494785062560902,0.3330000042915344,1.955756929397583,0.29997861544513504,0.3329999999994997,0.2883551425933838,0.24907374972593793,0.33000001311302185,1.879231393814087,0.2968060932711877,0.3299999999994997,0.341062313079834,0.2625744293864691,0.335999995470047,1.8759648208618165,1.1039209233913696,21.0,6.855596327781678,68.55596327781677,583.5984028890107,3,0.249479,0.333,1.955757,68.57
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,delayed_all_replace_a08_warm3,adamw,0.0003,0.01,replace,all,0.8,0.9,1.0,4.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/delayed_all_replace_a08_warm3/run_2/final_model.pt,10,8,0.2572028929531296,0.34299999475479126,1.8858478317260743,0.32516566248507073,0.34299999999949965,0.293739914894104,0.1992628122071876,0.31299999356269836,1.9273917474746705,0.25931539101136936,0.3129999999994997,0.40100271034240725,0.2674169431760062,0.33149999380111694,1.8804555435180663,1.0287024295535159,21.0,6.885174703598023,68.85174703598022,581.1608198393412,8,0.257203,0.343,1.885848,68.87
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam025,adamw,0.0003,0.01,mix,all,0.8,0.9,0.25,1.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_0/final_model.pt,10,5,0.26264509937804925,0.3190000057220459,1.9376655807495118,0.2994278651560241,0.3189999999994997,0.3045170555114746,0.253882964549886,0.3269999921321869,1.8961413192749024,0.2935399194034406,0.3269999999994997,0.35463939094543456,0.29473496945570266,0.3712500035762787,1.741409665107727,1.2303561593281813,30.0,7.055816435813904,70.55816435813904,567.1735473319825,5,0.262645,0.319,1.937666,70.58
